QuestionID,Question,Answer,Document
Q1422,what was the name of the uss john kennedy before,"USS John F. Kennedy (CV-67) (formerly CVA-67) is the only ship of her class, a subclass of the Kitty Hawk-class aircraft carrier , and the last conventionally powered carrier built for the United States Navy .",USS John F. Kennedy (CV-67)
Q1423,what is the name of the wizard of oz,"The Wizard of Oz, known during his reign as The Great and Powerful Oz, is the epithet of Oscar Zoroaster Phadrig Isaac Norman Henkel Emmannuel Ambroise Diggs, a fictional character in the Land of Oz , created by American author L. Frank Baum .",Wizard of Oz (character)
Q1424,what is the name of the wizard of oz,"The character was further popularized by the classic 1939 movie , wherein his full name is not mentioned.",Wizard of Oz (character)
Q1425,what were 3 important things that douglas MacArthur did?,"He officially accepted Japan's surrender on 2 September 1945, and oversaw the occupation of Japan from 1945 to 1951.",Douglas MacArthur
Q1426,what is homebrew for wii,Wii homebrew refers to the reuse of Nintendo 's Wii game console to run software that has not been authorized by Nintendo .,Wii homebrew
Q1427,what is homebrew for wii,"In more general terms, Wii Homebrew refers to the use of the Wii 's hardware, accessories and software for purposes outside those intended by the manufacturer.",Wii homebrew
Q1428,what is santa's wife's name,"Her first name is a mystery, though she has been referred to as Mary, Jessica, Layla, Annette, Heidi, or Martha.",Mrs. Claus
Q1429,when was Saddle Creek founded,"Started as a college class project on entrepreneurship, the label was founded by Mike Mogis and Justin Oberst in 1993 (as Lumberjack Records).",Saddle Creek Records
Q1430,what is korean money called,The won () ( sign : ₩; code : KRW) is the currency of South Korea .,South Korean won
Q1431,what is three phase electrical,"Three-phase electric power is a common method of alternating-current electric power generation , transmission , and distribution .",Three-phase electric power
Q1432,What is the significance of Good Friday?,Good Friday is a religious holiday observed primarily by Christians commemorating the crucifixion of Jesus Christ and his death at Calvary .,Good Friday
Q1433,What is the significance of Good Friday?,"The holiday is observed during Holy Week as part of the Paschal Triduum on the Friday preceding Easter Sunday , and may coincide with the Jewish observance of Passover .",Good Friday
Q1434,What is the significance of Good Friday?,"It is also known as Holy Friday, Great Friday, Black Friday, or Easter Friday, though the latter properly refers to the Friday in Easter week .",Good Friday
Q1435,Who is the highest scoring NBA player,"Wilt Chamberlain holds the all-time records for total points scored (4,029) and points per game (50.4) in a season; both records were achieved in the 1961–62 season .",List of National Basketball Association season scoring leaders
Q1436,where is the great basin located on a us map,"It is noted for both its arid conditions and its Basin and range topography that varies from the North American low point at Badwater Basin to the highest point of the contiguous United States , less than away at the summit of Mount Whitney .",Great Basin
Q1437,what is direct marketing channel,"Direct marketing is a channel-agnostic form of advertising that allows businesses and nonprofits organizations to communicate straight to the customer, with advertising techniques that can include Cell Phone Text messaging , email, interactive consumer websites, online display ads, fliers, catalog distribution, promotional letters, and outdoor advertising.",Direct Marketing
Q1438,what was the date of pearl harbor,"The attack on Pearl Harbor (called Hawaii Operation or Operation AI by the Japanese Imperial General Headquarters (Operation Z in planning) and the Battle of Pearl Harbor) was a surprise military strike conducted by the Imperial Japanese Navy against the United States naval base at Pearl Harbor , Hawaii, on the morning of December 7, 1941 (December 8 in Japan).",Attack on Pearl Harbor
Q1439,what is disney's magic kingdom,"Magic Kingdom Park, also known as Magic Kingdom, is the first of four theme parks built at the Walt Disney World Resort in Bay Lake , Florida .",Magic Kingdom
Q1440,what is the kanji for language,"Kanji (; ) are the adopted logographic Chinese characters ( hanzi ) that are used in the modern Japanese writing system along with hiragana (ひらがな, ), katakana (カタカナ, ), Hindu-Arabic numerals , and the occasional use of the Latin alphabet .",Kanji
Q1441,what is in fruitcake,"Fruit cake (or fruitcake) is a cake made with chopped candied fruit and/or dried fruit , nuts , and spices , and (optionally) soaked in spirits .",Fruit cake
Q1442,what is the name of the family who own the biltmore estates in nc,"Still owned by one of Vanderbilt's descendants, it stands today as one of the most prominent remaining examples of the Gilded Age , and of significant gardens in the jardin à la française and English Landscape garden styles in the United States.",Biltmore Estate
Q1443,who was the congressman who was caught with an escort in ny,"On March 10, 2008, The New York Times reported that New York Governor Eliot Spitzer had patronized an elite escort service run by Emperors Club VIP .",Eliot Spitzer prostitution scandal
Q1444,where are the kidneys in your body,"Located at the rear of the abdominal cavity in the retroperitoneum , the kidneys receive blood from the paired renal arteries , and drain into the paired renal veins .",Kidney
Q1445,what is lockton affinity,"Lockton Affinity: Lockton Affinity, an affiliate of Lockton Companies, meets the insurance needs of affinity groups, franchises, professional organizations, and associations of all sizes.",Lockton Companies
Q1446,what is lockton affinity,Lockton Affinity offers a variety of insurance product options and programs.,Lockton Companies
Q1447,what is white chocolate made of,"It commonly consists of cocoa butter , sugar , milk solids and salt , and is characterized by a pale yellow or ivory appearance.",White chocolate
Q1448,what is the latest season of psych,"Psych began its seventh season on February 27, 2013.",Psych
Q1449,what is the main component of vaccines,"The agent stimulates the body's immune system to recognize the agent as foreign, destroy it, and ""remember"" it, so that the immune system can more easily recognize and destroy any of these microorganisms that it later encounters.",vaccine
Q1450,what is the name of chris cornell's band?,"Chris Cornell (born Christopher John Boyle; July 20, 1964) is an American rock musician best known as the lead vocalist and rhythm guitarist for Soundgarden and as the former lead vocalist for Audioslave .",Chris Cornell
Q1451,what is preciosa crystal?,"Preciosa is the luxury brand name for the range of precision-cut lead crystal glass and related products produced by Preciosa a.s. of Jablonec nad Nisou , Czech Republic .",Preciosa (corporation)
Q1452,where is the chupacabra found,"The Chupacabra or Chupacabras (, from chupar ""to suck"" and cabra ""goat"", literally ""goat sucker"") is a legendary cryptid rumored to inhabit parts of the Americas .",Chupacabra
Q1453,What is the purpose of North American Free Trade Agreement,"The North American Free Trade Agreement (NAFTA) is an agreement signed by Canada , Mexico , and the United States , creating a trilateral trade bloc in North America .",North American Free Trade Agreement
